Requested report - WIN WAVES
COUNTY = DUVAL, FLORIDA, FLAGLER, FLORIDA, ST. JOHNS, FLORIDA
Report Run on MARCH 29, 2024 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Organization Name"|"Monitoring Location ID"|"Monitoring Location Name"|"Primary Type"|"Secondary Type"|"Waterbody Name"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"Org Datum"|"Org Method"|"DEP Latitude"|"DEP Longitude"|"DEP Point Moved"|"Verifier Name"|"Verifier Timestamp"|"DEP Datum"|"NHD Reach Code"|"NHD Reach Code Date"|"STORET Monitoring Location ID"|"Land Surface Elevation (ft)"|"Land Surface Elevation Method"|"Land Surface Elevation Datum"|"Monitoring Loc Description"|"Monitoring Location Comment"|"ML Loaded Date"|"ML Updated Date"|"Florida Unique Well ID"|"GW Waterbody Subname"|"Well Type"|"Well Status"|"Aquifer Confinement"|"Well Total Depth (ft)"|"Well Casing Depth (ft)"|"ScreenOpenHoleBeginDepth (ft)"|"ScreenOpenHoleEndDepth (ft)"|"Well Construction Method"|"ConstructionMethodExplanation"|"Well Drill Date"|"Well Finish"|"Well Casing Material"|"Well Casing Diameter (in)"|"Well Screen Material"|"Well Screen Diameter (in)"|"Well Lead Weight"|"Water Level Recorder Indicator"|"Well Log Type"|"Primary Elevation Value (ft)"|"Primary Elevation Reference"|"Primary Elevation Method"|"Primary Elevation Datum"|"Secondary Elevation Value (ft)"|"Secondary Elevation Reference"|"Secondary Elevation Method"|"Secondary Elevation Datum"|"Top Of Aquifer"|"Bottom Of Aquifer"|"County"|"BMAP"|"BMAP Sub-Boundary"|"WBID"|"DEP District"|"Water Management District"|"Basin"|"Planning Unit"|"HUC12 Value"|"HUC12 Name"|"HUC8 Value"|"HUC8 Name"|"Basin Group"|"State"|"WBID Water Type"|"Waterbody Class"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"DBHARTE"|"DBHARTE"|"Surface Water"|"Estuary"|""|"30.18509"|""|"-81.61504"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.185090001"|"-81.61504"|"N"|"COTTER_B_1"|"04/03/2018 11:08:42"|"North American Datum Of 1983"|""|""|"DBHARTE"|""|""|""|"Deep Bottom Creek, Northeast Branch"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2361"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"SOUTH MAINSTEM"|"030801031304"|"DOCTORS LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TIM9A"|"TIM9A"|"Surface Water"|"Estuary"|"SISTERS CREEK"|"30.4618483"|""|"-81.4498683"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.4618483"|"-81.4498683"|"N"|"KARLAVIGE_W_2"|"03/29/2018 15:45:04"|"North American Datum Of 1983"|""|""|"TIM9A"|""|""|""|"ICWW/Sisters Creek at Marker 67"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|""|""|"2198B"|"NORTHEAST"|"SJRWMD"|"NASSAU - ST. MARYS"|"NASSAU RIVER"|"030702050304"|"NASSAU SOUND-FORT GEORGE INLET FRONTAL"|"03070205"|"NASSAU"|"GROUP 4"|"FLORIDA"|"ESTUARY"|"2"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"57964"|"Z3-CN-15010 UNNAMED CANAL"|"Surface Water"|"Canal Drainage"|"UNNAMED CANAL"|""|"29 47 53.823"|""|"-81 28 43.573"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.798284156"|"-81.478770278"|"Y"|"MILLER_E"|"06/29/2021 10:23:29"|"North American Datum Of 1983"|"03080103000638"|"10/24/2018"|"NOT IN FLSTORET"|""|""|""|""|"PUBLIC ACCESS"|"06/29/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Freshwater"|"2213R"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"DEEP CREEK LSJR"|"030801030702"|"MOCCASIN BRANCH-ST. JOHNS RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030597"|"JULINGTON CREEK AT  50 M ABOVE US 1"|"Surface Water"|"River/Stream"|""|"30.189556"|""|"-81.562278"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.189556001"|"-81.562278"|"N"|"PARRISH_JM"|"06/15/2017 11:01:35"|"North American Datum Of 1983"|"03080103000271"|"12/04/2013"|"20030597"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2351"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"JULINGTON CREEK"|"030801031302"|"JULINGTON CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030653"|"TERRAPIN CREEK AT FAYE ROAD"|"Surface Water"|"River/Stream"|""|"30.434361"|""|"-81.565556"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.434361001"|"-81.565556"|"N"|"PARRISH_JM"|"06/15/2017 11:03:56"|"North American Datum Of 1983"|"03080103002024"|"02/27/2012"|"20030653"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2204"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031601"|"BROWARD RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030125"|"RIBAULT R ~ 0.3MI AB TROUT R"|"Surface Water"|"Estuary"|""|"30.403583"|""|"-81.677"|""|"North American Datum Of 1983"|"Digital Aerial Photography"|"30.403583"|"-81.677"|"N"|"PARRISH_JM"|"01/18/2018 12:38:51"|"North American Datum Of 1983"|""|""|"20030125"|""|""|""|""|""|"06/15/2017"|"01/18/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2224A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"1718"|"SJ0499"|"Ground Water"|"Well"|"SURFICIAL AQUIFER SYSTEM"|""|"29 40 33.978"|""|"-81 15 55.297"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.676104989"|"-81.265360278"|"N"|"ADAMS_TL"|"06/09/2023 09:31:37"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|"19.53"|"Other"|"Unknown"|""|"FAVER DYKES STATE PARK;LB A;AC DGPS 11/97 Sampled Status Net 4/16/02"|"06/09/2023"|""|"AAE1492"|"NONARTESIAN SAND AQUIFER"|"Ground Water Quality Monitoring Well"|"Non-Flowing, No Pump"|"Unconfined"|"44"|"24"|"24"|"44"|"Unknown"|""|"04/30/1978"|"Screen"|"Pvc, Solvent Bond"|"4"|"Unknown"|""|""|"Inactive"|"Lithologic;"|"21.83"|"Measuring Point"|"Other"|"Unknown"|""|""|""|""|"8"|""|"ST. JOHNS"|""|""|"2566"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010403"|"PELLICER CREEK"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030116"|"TROUT RIVER AT US 17"|"Surface Water"|"Estuary"|""|"30.393583"|""|"-81.648"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.393583001"|"-81.648"|"N"|"PARRISH_JM"|"02/23/2018 10:43:37"|"North American Datum Of 1983"|""|""|"20030116"|""|""|""|""|""|"12/13/2017"|"02/23/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2203A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030140"|"DUNNS CR AT FAYE ROAD"|"Surface Water"|"Estuary"|""|"30.437916"|""|"-81.583333"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.437916001"|"-81.583333"|"N"|"PARRISH_JM"|"01/18/2018 12:42:31"|"North American Datum Of 1983"|""|""|"20030140"|""|""|""|""|""|"12/15/2017"|"01/18/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2181A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031601"|"BROWARD RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010114"|"ICW @ CM 15 DUVAL CO"|"Surface Water"|"Estuary"|""|"30.338099"|""|"-81.43738"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.338099001"|"-81.43738"|"N"|"PARRISH_JM"|"04/11/2019 11:13:12"|"North American Datum Of 1983"|""|""|"27010114"|""|""|""|""|""|"04/11/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2205C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030779"|"NINEMILE CR @ MONCRIEF-DINSMORE RD"|"Surface Water"|"River/Stream"|""|"30.406358"|""|"-81.750369"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.406019797"|"-81.750106144"|"Y"|"PARRISH_JM"|"10/14/2019 16:45:47"|"North American Datum Of 1983"|"03080103001985"|"02/27/2012"|"NOT IN FLSTORET"|""|""|""|""|""|"10/14/2019"|"07/29/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2220A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031501"|"UPPER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"G5NE0029"|"Pellicer Creek 2"|"Surface Water"|"River/Stream"|""|"29.65154"|""|"-81.30018"|""|"North American Datum Of 1983"|"Unknown method"|"29.651144526"|"-81.300128126"|"Y"|"TYLER_D"|"04/30/2019 09:42:14"|"North American Datum Of 1983"|"03080201000036"|"06/27/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"04/30/2019"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2580C"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010402"|"STEVENS BRANCH"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLSJWM"|"ST. JOHNS RIVER WATER MANAGEMENT DISTRICT"|"45678"|"SJRHBP"|"Surface Water"|"River/Stream"|""|""|"30 4 .0012"|""|"-81 41 12.9984"|"North American Datum Of 1983"|"C/A Code Phase GPS with Wide-Area Augmentation Service Correction"|"30.066667"|"-81.686944"|"N"|"CONNORS_S_1"|"08/29/2017 11:19:34"|"North American Datum Of 1983"|"03080103002518"|"09/18/2014"|"SJRHBP"|""|""|""|"SJR at Hibernia Point"|""|"09/01/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213H"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"SOUTH MAINSTEM"|"030801031204"|"GOVERNORS CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLSJWM"|"ST. JOHNS RIVER WATER MANAGEMENT DISTRICT"|"44696"|"LSJ087"|"Surface Water"|"River/Stream"|""|""|"30 5 57.68"|""|"-81 31 34.06"|"World Geodetic Survey Of 1984"|"C/A Code Phase GPS with Wide-Area Augmentation Service Correction"|"30.099355556"|"-81.526127778"|"N"|"CONNORS_S_1"|"08/21/2017 14:33:55"|"North American Datum Of 1983"|"03080103034958"|"03/20/2014"|"LSJ087"|""|""|""|"DURBIN CREEK AT RACETRACK ROAD"|""|"09/01/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2365"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"JULINGTON CREEK"|"030801031301"|"DURBIN CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"G2NE1183"|"WILLS BR at Watergate rd."|"Surface Water"|"River/Stream"|""|"30.2847777"|""|"-81.767861"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.292058533"|"-81.748479358"|"Y"|"PARRISH_JM"|"12/17/2018 14:21:00"|"North American Datum Of 1983"|"03080103002704"|"09/18/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"12/17/2018"|"08/27/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2282"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010141"|"SAN SEBASTIAN RIVER @ US 1"|"Surface Water"|"Estuary"|""|"29.892472"|""|"-81.32258"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.892471989"|"-81.32258"|"N"|"PARRISH_JM"|"08/15/2022 07:56:55"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|""|""|""|""|""|"08/15/2022"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2491"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"MATANZAS RIVER"|"030802010503"|"MOULTRIE CREEK"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030749"|"NINEMILE CR AT TROUT RIVER BLVD"|"Surface Water"|"Estuary"|""|"30.415916"|""|"-81.73411"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.415915989"|"-81.73411"|"N"|"PARRISH_JM"|"12/02/2022 09:46:00"|"North American Datum Of 1983"|""|""|"In Storet"|""|""|""|""|""|"12/02/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2220B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031501"|"UPPER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM602"|"Bull Creek - at Fish Camp, L20222704"|"Surface Water"|"River/Stream"|""|"29.4229885"|""|"-81.4357338"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.422988489"|"-81.4357338"|"N"|"STORRS_J"|"04/14/2023 13:29:51"|"North American Datum Of 1983"|"03080103001622"|"02/28/2012"|"NOT IN FLSTORET"|""|""|""|""|""|"04/14/2023"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2615A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030301"|"DEAD LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLGTM"|"GUANA TOLOMATO MATANZAS NATIONAL ESTUARINE RESEARCH RESERVE"|"GTMSSNUT"|"San Sebastian"|"Surface Water"|"River/Stream"|"MATANZAS RIVER"|"29.8683333"|""|"-81.3046667"|""|"World Geodetic Survey Of 1984"|"Autonomous C/A Code Phase GPS"|"29.868851972"|"-81.307461562"|"Y"|"TANNER_S"|"09/17/2020 16:54:13"|"North American Datum Of 1983"|"03080201001843"|"07/09/2019"|"GTMSSNUT"|""|""|""|"San Sebastian & Matanzas River confluence Channel Marker 1"|""|"02/27/2018"|"09/17/2020"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2363G1"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"MATANZAS RIVER"|"030802010501"|"TOLOMATO RIVER-MOSES CREEK FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030139"|"BIG FISHWEIR CR HERSHEL ST"|"Surface Water"|"Estuary"|""|"30.290059"|""|"-81.713546"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.290059001"|"-81.713546"|"N"|"PARRISH_JM"|"01/18/2018 12:39:07"|"North American Datum Of 1983"|""|""|"20030139"|""|""|""|""|""|"06/15/2017"|"03/19/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2280B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031403"|"LOWER ORTEGA RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030695"|"OPEN CREEK AT SAN PABLO ROAD"|"Surface Water"|"Estuary"|""|"30.270142"|""|"-81.440942"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.270142001"|"-81.440942"|"N"|"PARRISH_JM"|"01/18/2018 12:39:23"|"North American Datum Of 1983"|""|""|"20030695"|""|""|""|""|""|"06/15/2017"|"01/18/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2299A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030606"|"BIG DAVIS CR AT  US 1"|"Surface Water"|"River/Stream"|""|"30.152169"|""|"-81.525806"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.152169001"|"-81.525806"|"N"|"PARRISH_JM"|"06/15/2017 11:02:01"|"North American Datum Of 1983"|"03080103018627"|"12/04/2013"|"20030606"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2356"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"JULINGTON CREEK"|"030801031302"|"JULINGTON CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030891"|"GOODBYS CR  ABOVE  WEST BRANCH AT SAN CLERC"|"Surface Water"|"River/Stream"|""|"30.225444"|""|"-81.603861"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.225444001"|"-81.603861"|"N"|"PARRISH_JM"|"06/15/2017 14:36:48"|"North American Datum Of 1983"|"03080103024678"|"02/27/2012"|"20030891"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2326A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031404"|"NEW ROSE CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"G2NE1159"|"Blockhouse 100m abv Irma rd."|"Surface Water"|"River/Stream"|""|"30.440085"|""|"-81.690283"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.440085001"|"-81.690283"|"N"|"PARRISH_JM"|"01/26/2018 09:52:09"|"North American Datum Of 1983"|"03080103019512"|"12/04/2013"|"NOT IN FLSTORET"|""|""|""|""|""|"01/26/2018"|"08/27/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2207A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TR34"|"TR34"|"Surface Water"|"Estuary"|""|"30.42356"|""|"-81.67968"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.423738092"|"-81.679669271"|"Y"|"COTTER_B_1"|"04/03/2018 13:10:01"|"North American Datum Of 1983"|""|""|"TR34"|""|""|""|"Highlands Creek At Broward Rd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2203D"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
